@relation test
@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute attribute9 numeric
@attribute attribute10 numeric
@attribute attribute11 numeric
@attribute attribute12 numeric
@attribute attribute13 numeric
@attribute attribute14 numeric
@attribute attribute15 numeric
@attribute attribute16 numeric
@attribute attribute17 numeric
@attribute attribute18 numeric
@attribute attribute19 numeric
@attribute attribute20 numeric
@attribute attribute21 numeric
@attribute attribute22 numeric
@attribute attribute23 numeric
@attribute attribute24 numeric
@attribute attribute25 numeric
@attribute attribute26 numeric
@attribute attribute27 numeric
@attribute attribute28 numeric
@attribute attribute29 numeric
@attribute attribute30 numeric
@attribute attribute31 numeric
@attribute attribute32 numeric
@attribute attribute33 numeric
@attribute attribute34 numeric
@attribute attribute35 numeric
@attribute attribute36 numeric
@attribute attribute37 numeric
@attribute attribute38 numeric
@attribute attribute39 numeric
@attribute attribute40 numeric
@attribute class {Jogging,Walking}
@data
"-13.1","-19.61","-12.64","-0.65","3.57","13.95","-0.69","-1.42","-18.89","-15.28","-19.15","-11.11","-1.5","-1.5","0.0","0.69","-17.88","-19.61","-5.01","0.15","9.81","9.28","-3.76","-15.43","-11.41","-16.51","-19.61","-4.52","-7.16","-0.19","2.91","-6.74","-19.61","-5.09","-1.95","5.41","9.08","0.08","-3.53","-19.61","Jogging"
"-19.61","-19.61","-10.61","-1.65","0.15","2.64","-14.4","-19.61","-8.01","0.04","15.09","-0.27","2.49","-8.16","-17.58","-19.61","-13.33","-3.79","-0.84","3.38","-7.65","-19.61","-12.03","-1.73","4.63","14.06","1.33","-1.31","-18.96","-15.09","-15.79","-7.74","-3.95","1.57","-0.89","-18.92","-18.69","-2.45","1.69","15.05","Jogging"
"0.8","-7.35","-17.58","-14.48","-18.92","-12.22","-6.82","-2.34","3.3","3.3","-12.53","-19.61","-13.53","-0.8","3.53","10.53","-0.04","-3.64","-18.73","-18.66","-19.53","-7.82","-4.79","-1.08","3.11","-11.73","-19.61","-6.7","-6.7","-0.23","11.45","0.69","-0.3","-12.26","-15.05","-19.53","-11.22","-6.43","-1.46","2.45","Jogging"
"-7.16","-19.61","-13.38","-2.41","2.6","14.75","1.65","-8.69","-19.5","-14.94","-18.2","-11.5","-3.87","-0.27","2.03","-9.72","-19.61","-10.95","-0.34","8.08","8.35","-4.4","-11.92","-18.54","-15.85","-14.37","-9.96","-7.27","-0.42","0.34","-12.34","-19.61","-13.17","-0.19","6.59","10.69","1.92","-3.02","-19.61","-11.88","Jogging"
"-18.85","-11.22","-4.71","-1.18","2.34","-8.2","-19.61","-8.81","-0.08","5.05","11.35","-1.04","-14.67","-16.47","-16.24","-19.0","-7.55","-4.75","-0.89","0.31","-16.13","-19.61","-5.71","1.73","1.73","13.18","3.99","-1.18","-15.89","-15.85","-18.92","-11.6","-2.03","-1.5","1.99","-6.89","-19.61","-13.72","-2.91","2.6","Jogging"
"13.82","-1.27","-6.51","-19.61","-16.17","-19.42","-12.56","-5.18","-0.95","2.15","-10.23","-19.61","-10.27","-0.04","8.08","8.62","-2.37","-7.7","-14.6","-13.78","-15.09","-5.6","-5.82","-0.27","1.76","-16.63","-19.61","-8.16","-1.88","7.63","11.41","-2.6","-8.31","-16.13","-13.99","-18.81","-6.43","-7.46","-3.06","-0.8","Jogging"
"-17.24","-19.61","-5.82","-0.11","6.63","11.41","0.27","-11.56","-18.62","-13.82","-18.54","-9.58","-3.41","-0.11","-0.04","-17.86","-19.61","-9.7","0.31","6.93","8.24","-2.07","-10.8","-18.85","-16.28","-16.7","-9.7","-7.46","-0.8","0.42","-9.96","-19.61","-14.52","-0.91","2.76","15.66","0.72","-6.66","-19.15","-10.69","Jogging"
"-17.69","-12.72","-7.97","-3.15","-0.08","-12.41","-19.61","-12.49","-0.84","8.47","12.41","-1.84","-13.53","-16.7","-16.32","-18.77","-10.31","-6.05","-3.15","0.99","-10.46","-19.61","-12.72","-0.11","10.99","6.55","-3.36","-7.89","-18.85","-13.02","-14.14","-10.65","-8.73","-8.73","-2.26","0.76","-16.02","-19.61","-5.63","0.65","Jogging"
"14.67","0.93","-5.33","-14.14","-10.84","-15.85","-17.16","-7.01","-6.28","-0.3","0.76","-17.2","-19.61","-5.09","0.11","15.09","0.27","-10.08","-18.89","-12.6","-16.21","-9.72","-8.73","-0.95","1.54","-9.49","-9.49","-19.61","-8.24","1.18","12.76","2.53","-8.77","-18.96","-14.33","-15.66","-13.91","-7.59","-3.91","-1.42","Jogging"
"-8.81","-19.61","-12.83","-1.42","2.76","15.05","-0.3","-10.57","-13.29","-15.51","-17.27","-11.5","-5.63","-2.96","0.84","-15.32","-19.61","-12.3","0.57","11.22","6.17","-5.52","-2.75","-17.82","-9.08","-14.18","-10.04","-9.34","-2.87","0.46","-11.69","-19.61","-12.79","-1.73","6.7","8.35","-5.05","-5.05","-12.41","-15.7","Jogging"
"-11.69","-18.81","-12.18","-3.6","-1.33","-3.87","-19.04","-18.85","-3.02","0.84","13.06","4.63","-4.82","-15.05","-11.11","-16.93","-10.95","-10.38","-5.6","-2.45","0.99","-16.13","-18.05","-1.76","3.99","3.99","11.56","-4.52","-3.34","-19.61","-15.13","-11.33","-9.19","-7.12","-2.22","1.88","-15.17","-19.57","-4.21","2.18","Jogging"
"12.76","-0.76","-3.83","-11.84","-19.38","-12.72","-7.44","-7.16","-4.82","-2.22","-5.01","-19.38","-12.34","-12.34","1.5","5.6","-0.38","-4.59","-7.08","-13.38","-7.89","-11.5","-9.58","-4.56","-4.48","-1.88","-17.88","-19.04","0.65","2.91","14.94","2.96","1.57","-9.3","-8.62","-14.63","-12.26","-5.37","-6.09","-1.61","Jogging"
"-10.95","-10.95","-17.43","2.3","1.95","13.59","-1.04","-1.76","-4.02","-4.18","-5.63","-4.9","-5.79","-5.79","-3.53","-3.36","-15.43","-9.23","-0.23","2.79","10.15","-1.42","-0.15","-2.72","1.95","2.26","-1.95","-5.86","-7.31","-6.51","-3.72","-13.99","-3.87","3.45","5.79","9.72","-4.94","-0.3","-0.3","10.8","Jogging"
"3.79","-0.15","-4.82","-6.21","-3.26","-4.33","-6.85","6.09","5.13","8.62","0.72","-4.94","4.14","4.14","3.79","-4.99","-6.09","-5.24","-3.76","-1.65","-8.85","-4.44","4.29","4.29","5.24","4.14","-7.59","2.22","8.39","11.88","5.22","1.08","-2.34","-6.63","-0.65","0.42","13.06","5.09","3.76","6.28","Jogging"
"-2.91","0.04","13.18","12.26","5.71","2.91","-2.22","-2.72","-5.48","-2.34","-1.27","10.99","5.41","4.33","6.36","-6.85","-1.84","11.69","12.34","9.23","5.01","-0.42","-1.92","-5.9","-0.84","5.33","19.5","7.74","4.48","3.53","-5.37","-2.91","16.21","10.04","12.57","5.9","2.56","-2.6","-5.94","-3.72","Jogging"
"1.33","18.35","11.11","6.32","6.28","-1.99","-0.57","12.03","12.83","10.99","5.83","0.76","-0.95","-8.2","-2.98","2.53","19.53","9.72","5.9","5.01","-3.83","-2.37","15.02","14.14","8.96","6.85","-3.49","-3.6","-5.9","-0.8","3.87","19.5","10.84","7.4","1.65","1.65","1.65","-4.82","13.48","11.11","Jogging"
"10.8","3.99","-0.99","-7.65","-4.33","-0.42","17.08","10.12","6.13","5.94","-3.53","-2.79","12.26","15.75","10.04","6.4","-2.37","-1.76","-5.86","-4.1","-1.53","18.16","8.54","5.83","5.83","6.21","-1.76","9.0","15.36","8.24","5.98","-0.57","-2.45","-6.63","-2.11","4.02","17.88","6.89","5.22","7.01","Jogging"
"-3.72","-3.72","1.04","16.74","9.81","6.24","0.31","-1.84","-6.05","-2.6","-3.6","16.82","7.78","5.09","5.79","-0.8","-0.69","-0.69","14.6","11.75","6.21","4.4","-0.5","-6.66","-5.41","-2.68","13.1","8.77","6.51","6.51","10.19","-1.69","3.6","18.62","8.96","1.61","-3.45","-4.63","-5.18","-1.42","Jogging"
"6.36","9.23","5.37","4.99","7.35","-1.5","-1.5","3.41","10.99","6.44","0.08","-0.08","-6.74","-6.63","-1.04","-1.84","3.02","5.98","5.86","6.66","-2.14","-4.52","5.75","16.13","6.89","5.79","3.02","-2.87","-6.4","-5.09","-5.09","-0.72","10.99","8.62","6.44","6.82","-4.37","-1.8","14.56","9.92","Jogging"
"8.43","1.69","-3.72","-4.82","-6.93","-0.11","3.49","14.82","7.06","3.53","0.08","-4.71","3.6","16.55","14.33","5.22","5.22","2.41","-2.72","-6.47","-3.21","0.23","10.42","7.5","4.86","3.91","-2.03","-3.57","8.08","13.53","7.5","3.49","1.31","-2.49","-8.73","-3.17","-1.04","8.35","9.53","6.28","Jogging"
"6.21","-4.67","-5.79","5.18","17.73","8.2","5.75","0.61","-2.49","-8.43","-2.83","0.46","15.79","15.79","8.24","0.99","0.99","-6.82","0.04","13.33","11.07","8.43","3.11","-1.53","-3.36","-7.04","-2.56","-0.11","15.75","5.79","4.56","2.87","-4.25","-0.72","16.47","10.92","7.5","2.07","0.34","-4.06","Jogging"
"-6.63","-2.18","0.65","11.5","6.13","6.02","2.49","-4.06","2.79","14.94","7.27","7.21","4.79","1.88","-5.37","-7.55","-3.06","-0.57","16.82","8.5","5.79","3.34","-3.79","-1.99","14.63","10.15","10.46","3.3","-0.91","-2.96","-5.43","0.53","0.53","9.62","14.79","7.59","4.6","-3.87","0.84","17.69","Jogging"
"10.95","8.66","4.9","-1.46","-3.53","-5.98","-5.98","-1.53","18.28","10.61","6.09","5.86","-3.34","-4.25","6.24","17.43","10.69","7.35","-1.04","-2.26","-6.97","-3.64","0.93","17.73","9.89","6.7","6.7","1.5","-4.79","5.22","17.08","13.87","9.11","-0.08","-1.88","-6.59","-6.59","-2.75","9.19","16.74","Jogging"
"7.97","7.25","-5.6","-3.3","8.24","17.01","12.6","9.11","1.27","-0.8","-4.48","-3.02","0.69","16.7","12.76","6.51","4.1","-5.56","-1.73","6.09","18.16","10.61","10.0","2.98","-3.79","-6.51","-2.53","0.31","14.82","15.89","9.38","7.5","-4.82","-4.59","4.37","17.67","9.3","8.85","0.84","-2.87","Jogging"
"-7.44","0.95","4.21","17.43","13.06","7.46","5.28","-3.6","-5.18","4.02","18.58","7.08","6.93","5.41","-1.57","-5.37","-2.96","-0.84","16.55","10.92","6.51","6.51","6.51","-1.33","-0.61","15.05","7.27","8.5","3.34","-2.56","-6.59","-4.44","-0.95","7.93","16.66","6.02","4.37","3.87","-2.72","1.88","Jogging"
"16.28","10.95","7.46","0.46","-2.14","-5.2","-4.33","-0.27","7.46","7.86","7.86","6.51","-0.15","-5.56","1.31","14.67","8.24","6.4","3.11","-1.61","-7.63","-3.87","-0.3","14.86","11.8","6.55","6.13","-1.38","-0.91","6.47","14.56","7.44","2.72","-1.76","-5.2","-7.21","-1.73","2.79","10.23","8.01","Jogging"
"6.63","8.2","-2.11","0.53","6.47","9.85","5.79","1.69","-5.63","-6.74","-4.99","-0.5","2.03","9.3","6.93","6.7","9.92","-4.18","-0.72","5.28","9.92","4.94","4.94","0.23","-4.33","-7.55","-3.98","-1.46","3.72","4.94","7.01","6.97","-5.37","-2.68","5.33","9.3","5.48","-2.37","-3.79","-7.86","Jogging"
"-6.17","-0.34","-3.64","1.5","6.09","6.17","8.16","0.57","-5.41","3.45","15.94","8.5","5.18","1.18","-6.43","-7.01","-3.64","-3.64","-2.41","9.47","5.28","6.82","8.43","-3.36","-1.99","4.1","13.14","6.13","1.76","-5.79","-7.86","-2.3","-1.8","7.12","9.72","6.05","7.46","3.64","-3.11","2.64","Jogging"
"6.74","7.82","1.84","-1.92","-4.59","-6.21","-3.64","-3.53","1.04","8.01","8.35","8.35","7.97","-4.94","0.23","8.85","10.15","2.72","-0.61","-6.24","-6.63","-2.79","-1.31","0.42","6.63","6.13","7.21","6.63","-4.63","4.21","10.61","6.4","1.92","-5.18","-4.99","-6.74","-0.8","-4.18","1.31","6.93","Jogging"
"7.86","13.18","0.53","1.54","5.75","7.16","4.67","1.04","-3.98","-3.98","-6.7","-2.87","0.31","-6.13","4.6","3.91","4.56","9.23","-0.61","0.95","5.75","10.31","5.63","-0.15","-4.56","-7.08","-3.64","-1.14","-2.49","8.73","5.94","6.59","8.5","-2.37","-1.57","5.71","12.6","6.82","3.02","-2.14","Jogging"
"-4.94","-7.01","-3.3","2.34","14.41","7.31","4.99","9.23","0.57","0.57","2.49","14.21","6.05","3.06","-3.17","-4.86","-5.98","-1.61","-1.99","7.27","8.43","5.52","9.51","-1.88","0.46","12.53","10.76","4.9","1.54","-3.02","-4.29","-6.21","-1.69","-0.69","8.73","7.27","5.83","9.62","-0.46","-1.42","Jogging"
"4.67","10.08","7.63","0.42","-5.79","-5.37","-3.57","-0.3","0.84","8.96","6.55","5.71","8.92","-2.34","1.95","9.43","9.66","5.6","2.15","-2.22","-4.82","-6.63","-2.26","-1.57","0.57","4.82","5.28","6.05","6.05","-5.67","2.3","11.56","12.03","7.44","1.99","-2.14","-5.6","-2.26","0.08","10.53","Jogging"
"13.76","7.01","7.06","-0.69","-7.08","1.5","15.83","8.01","8.2","0.27","-2.03","-5.56","-3.06","1.23","11.45","10.69","6.85","7.74","-0.61","-4.94","3.79","15.51","8.05","7.82","0.95","-1.73","-5.18","-2.83","1.31","11.96","11.45","7.01","6.78","6.78","-1.73","2.03","16.32","7.82","5.83","1.99","Jogging"
"-4.29","-5.2","-4.18","-1.38","11.99","9.15","5.86","9.47","-0.76","-3.57","8.47","13.91","7.86","4.6","-0.69","-2.64","-7.27","-5.56","-2.37","7.46","8.77","6.05","5.28","-7.97","-2.75","8.39","15.6","8.69","1.99","-2.34","-4.59","-5.43","-0.46","6.7","10.27","5.75","5.98","5.98","2.11","-6.51","Jogging"
"1.88","11.6","10.27","1.46","-0.3","-7.08","-6.24","-2.6","-0.46","1.38","5.05","6.82","6.32","0.31","-6.78","2.76","15.43","8.12","1.04","-2.11","-4.44","-5.75","-1.08","-3.06","6.02","5.52","6.47","10.19","-1.53","-1.18","6.93","11.03","7.55","1.65","-2.18","-3.87","-6.78","-2.26","-2.26","-0.65","Jogging"
"8.12","6.47","-2.45","-2.45","-5.18","5.56","16.02","8.92","3.68","-0.8","-1.38","-4.75","-0.69","1.38","18.24","8.35","6.28","3.57","-4.86","-0.89","8.08","13.29","9.04","4.14","-3.06","-5.52","-5.48","-1.84","0.31","17.88","9.15","8.08","0.65","-6.02","-0.69","8.66","12.49","7.59","4.21","-3.76","Jogging"
"-5.05","-3.91","-0.76","8.01","14.9","6.82","6.93","-3.36","-8.96","1.69","11.37","11.8","10.65","2.22","-2.18","-3.36","-2.96","-0.08","10.92","14.82","6.78","5.9","0.0","-3.83","3.83","16.93","10.95","5.24","0.15","-3.57","-6.82","-1.95","0.76","0.76","12.6","11.99","6.89","8.5","-2.83","-2.56","Jogging"
"10.84","12.07","10.5","3.68","-1.92","-4.63","-6.09","1.23","4.86","15.85","12.11","5.86","7.16","-3.45","-3.57","10.57","12.98","8.01","6.51","-0.65","-2.83","-6.7","-2.64","1.04","1.04","5.71","4.86","5.83","-4.75","-1.95","13.8","12.6","5.33","5.33","2.11","-4.63","-6.32","-3.6","-1.95","5.6","Jogging"
"7.59","6.7","10.61","1.73","-2.75","3.72","16.78","6.55","4.29","-0.61","-4.44","-4.29","-1.14","6.09","13.02","7.35","4.82","3.45","-3.49","2.49","14.86","7.74","4.48","0.31","-2.41","-7.82","-3.21","-3.21","-2.87","10.99","7.67","7.06","-1.04","-4.9","3.95","17.86","8.01","7.67","3.21","-3.83","Jogging"
"-5.63","-2.34","2.37","17.92","10.84","6.7","-0.15","-4.59","-1.69","8.66","16.82","10.12","5.6","0.5","-2.07","-6.36","-1.46","-1.46","7.55","15.36","8.47","6.28","-5.9","-4.71","6.7","18.47","11.54","6.74","0.57","-1.42","-5.48","0.15","10.99","18.92","5.79","4.63","-4.29","-0.57","-0.57","14.71","Jogging"
"11.14","8.47","5.67","-0.3","-2.26","-5.86","-2.49","12.41","14.48","7.55","4.18","-3.87","-0.27","-0.27","17.97","8.5","8.69","3.79","-1.92","-3.45","-5.98","1.65","12.79","13.59","6.44","6.44","5.94","0.0","8.05","17.92","8.39","7.06","4.94","-3.68","-4.4","-3.95","-3.95","7.25","14.75","6.02","Jogging"
"3.57","-2.79","-1.23","13.53","16.78","9.04","5.24","2.83","-2.22","-8.12","-1.8","-1.8","6.82","13.33","7.59","5.33","-4.4","-3.17","6.44","16.32","9.7","8.77","3.53","-0.38","-3.34","-4.48","-4.29","18.7","7.4","5.52","-4.18","-5.71","1.88","19.08","10.0","10.57","5.43","-3.87","-6.66","-3.87","Jogging"
"4.79","16.82","16.04","8.31","8.31","5.48","-4.59","5.33","18.24","11.3","8.81","4.9","-0.34","-4.21","-6.21","5.79","14.29","10.53","7.31","7.31","1.54","-4.48","5.67","19.5","11.3","5.48","5.05","-1.12","-5.2","-5.63","2.3","14.02","10.61","6.89","-0.08","-3.11","2.91","18.73","13.18","11.8","Jogging"
"3.34","-0.84","-3.87","-3.41","-1.31","7.59","17.08","10.8","10.8","8.35","-8.5","2.68","18.01","13.1","11.96","7.93","0.04","-1.53","-4.86","-1.46","9.62","17.43","7.01","7.01","-5.37","3.6","3.6","13.82","10.8","7.25","8.62","0.15","-2.87","-5.13","-2.11","11.6","13.29","7.27","6.47","-4.94","Jogging"
"-0.5","15.75","11.22","11.73","6.78","1.92","-0.95","-5.6","-4.67","-4.67","5.43","14.82","6.17","5.52","-4.9","-1.65","13.06","14.71","10.23","8.31","3.41","1.38","-3.87","-4.14","5.56","18.16","7.27","5.22","5.22","-2.91","2.03","18.28","9.38","10.15","2.87","-2.26","-3.6","-3.49","3.45","17.88","Jogging"
"9.19","6.32","6.32","3.83","-2.68","6.55","19.42","12.57","7.89","3.79","-0.38","-3.45","-6.09","-1.84","14.06","12.53","8.62","5.75","-5.71","-1.5","13.33","14.02","9.58","5.9","3.99","0.99","-2.75","-3.45","0.19","6.09","6.09","6.17","-2.37","-2.96","2.96","18.85","9.04","12.41","5.75","-0.76","Jogging"
"-1.73","-3.49","-0.72","-0.72","10.99","12.68","8.31","1.5","-2.68","1.42","14.98","11.03","13.8","9.43","4.21","-0.04","-3.45","-2.49","13.25","14.86","6.36","4.18","-4.71","-5.82","2.72","2.72","17.31","12.57","6.85","3.21","-3.06","-4.06","0.31","12.6","13.44","8.85","4.44","-7.44","-0.76","15.32","Jogging"
"16.66","12.11","9.15","2.3","-0.72","-4.56","-1.57","-1.57","7.08","15.66","8.85","5.63","-6.74","-5.09","4.29","18.85","11.88","11.56","6.24","-1.8","-3.17","-2.37","4.37","18.35","12.57","4.56","2.18","-2.26","1.46","1.46","15.51","11.41","12.87","6.89","-0.72","-3.41","-2.03","4.48","19.5","6.74","Jogging"
"6.63","-0.3","0.42","2.15","2.15","16.4","9.47","13.63","6.4","-1.08","-5.13","-3.83","0.65","18.12","7.7","6.93","-5.28","-3.41","-0.42","13.48","14.79","9.62","9.34","1.38","-0.34","-1.65","-0.27","8.5","16.32","7.25","0.38","-4.06","-1.95","10.76","15.89","13.99","10.76","5.43","-0.95","-3.64","Jogging"
"-3.17","4.18","19.5","9.04","6.32","-4.44","-5.56","-0.76","15.4","12.49","16.04","4.71","0.34","-1.88","-4.63","-1.46","-1.46","12.11","14.52","8.31","3.53","-4.29","-0.99","13.95","14.82","13.99","9.11","2.26","-0.42","-4.18","-2.11","9.0","15.4","8.43","5.01","-6.63","-2.83","6.36","18.77","11.37","Jogging"
"15.17","7.31","0.23","-2.41","-3.83","0.15","14.71","11.75","7.86","7.86","3.3","-2.03","13.18","19.57","14.75","8.08","5.79","-1.46","-5.6","-2.68","10.23","17.35","9.08","4.37","4.37","-3.26","0.38","13.72","19.57","10.42","6.78","-0.72","-2.45","-4.33","2.56","19.34","14.48","5.28","2.45","-4.75","Jogging"
"3.21","3.21","15.47","18.5","12.41","9.62","-0.69","-0.3","-2.79","-0.15","12.03","16.55","9.81","4.06","-7.74","0.31","11.96","18.7","13.29","11.92","2.83","0.57","-3.17","-1.65","10.27","18.81","10.38","4.48","-6.24","2.72","9.92","19.19","19.19","12.6","11.45","2.15","-1.69","-3.64","0.61","17.31","Jogging"
"13.29","8.01","0.76","-4.59","-0.42","-0.42","16.59","10.95","16.21","3.38","-0.5","-5.52","-3.87","5.43","19.53","10.31","10.31","7.67","-4.56","-0.89","14.48","18.31","11.96","8.69","3.76","1.08","-4.52","-1.69","9.38","14.1","14.1","8.2","1.54","-8.73","-1.46","14.29","17.97","12.98","9.66","1.46","Jogging"
"-3.17","-6.02","-1.73","14.37","16.32","8.05","4.6","-7.86","-1.18","-1.18","14.63","16.04","12.6","8.28","1.23","-1.5","-3.76","0.65","16.44","14.52","8.24","3.11","-2.11","0.65","0.65","17.05","13.21","10.04","8.05","-0.99","-3.49","-1.38","1.61","19.08","7.93","3.91","-1.53","1.69","1.27","18.85","Jogging"
"15.21","9.53","7.93","-1.12","-3.53","-3.02","-1.08","-1.08","12.07","14.48","10.08","5.18","-7.31","-2.11","10.08","16.66","15.83","9.58","-0.23","-1.92","-4.21","-1.5","3.3","19.15","6.66","6.47","-0.08","1.42","0.95","0.95","19.27","10.84","9.04","1.65","-0.99","-4.94","-2.41","3.99","19.46","7.31","Jogging"
"5.43","-3.6","-1.46","-0.34","17.67","15.51","15.75","15.75","7.16","-2.64","-5.09","-2.98","2.53","16.59","11.03","7.4","1.31","-2.75","6.21","18.92","18.89","9.34","11.03","-3.87","-2.22","-3.17","2.3","17.39","17.39","8.47","8.47","3.02","-4.75","1.33","14.1","19.23","17.31","8.66","-1.57","-3.02","Jogging"
"-3.95","0.95","14.25","19.53","8.62","4.1","-5.01","1.18","1.18","17.27","19.34","13.91","11.6","0.65","-0.84","-4.1","-1.08","13.06","14.02","8.35","2.96","-5.24","1.92","6.05","19.46","18.85","8.89","7.5","-1.8","-3.53","-2.41","0.08","16.89","10.38","9.43","2.98","-6.89","0.15","12.41","19.57","Jogging"
"13.33","10.15","0.84","-1.8","-3.41","0.11","0.11","11.84","16.55","9.96","5.33","-11.03","-0.99","15.36","19.57","11.69","13.33","1.99","-1.69","-3.68","0.23","0.23","10.04","19.34","8.08","4.1","-2.83","-0.57","4.94","17.05","19.23","11.6","7.78","-2.14","-5.05","-1.76","6.21","19.31","9.15","6.17","Jogging"
"-0.27","-6.4","0.04","8.35","8.35","19.57","13.82","10.61","-3.06","-3.17","-3.79","1.31","14.67","18.54","9.51","5.13","-4.71","-1.18","1.27","17.16","18.96","9.23","10.34","-2.41","-2.26","-3.15","1.33","17.24","17.24","13.67","7.46","0.93","-0.19","2.49","19.42","18.39","16.36","11.56","-2.41","-3.15","Jogging"
