@relation test
@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute attribute9 numeric
@attribute attribute10 numeric
@attribute attribute11 numeric
@attribute attribute12 numeric
@attribute attribute13 numeric
@attribute attribute14 numeric
@attribute attribute15 numeric
@attribute attribute16 numeric
@attribute attribute17 numeric
@attribute attribute18 numeric
@attribute attribute19 numeric
@attribute attribute20 numeric
@attribute attribute21 numeric
@attribute attribute22 numeric
@attribute attribute23 numeric
@attribute attribute24 numeric
@attribute attribute25 numeric
@attribute attribute26 numeric
@attribute attribute27 numeric
@attribute attribute28 numeric
@attribute attribute29 numeric
@attribute attribute30 numeric
@attribute attribute31 numeric
@attribute attribute32 numeric
@attribute attribute33 numeric
@attribute attribute34 numeric
@attribute attribute35 numeric
@attribute attribute36 numeric
@attribute attribute37 numeric
@attribute attribute38 numeric
@attribute attribute39 numeric
@attribute attribute40 numeric
@attribute class {Downstairs,Jogging,Sitting,Standing,Upstairs,Walking}
@data
"12.6","10.73","4.99","-0.76","-2.14","19.7","19.76","17.08","0.0","-5.56","-6.05","6.36","18.31","19.76","16.66","15.79","6.93","0.84","-2.22","15.89","19.76","19.76","12.98","-2.87","-8.2","1.61","14.21","17.92","18.62","17.24","12.22","-0.8","-1.08","4.25","15.47","18.96","11.73","2.91","-2.96","-7.4","Jogging"
"6.51","10.73","18.47","18.62","14.37","13.8","1.14","0.93","14.33","19.76","19.61","10.53","-3.34","-8.08","2.91","5.56","16.04","16.04","16.04","13.57","1.31","-2.72","4.6","19.5","19.76","18.2","0.5","-5.18","-7.08","4.75","14.79","19.72","19.04","13.44","6.93","-2.56","-2.07","8.54","19.76","18.47","Jogging"
"6.78","0.04","-6.4","7.55","3.6","19.7","19.5","17.5","11.26","-2.91","-0.57","6.02","18.47","17.67","6.89","0.38","-4.75","8.62","5.86","14.44","19.61","18.12","13.91","2.96","-2.14","0.34","19.76","19.72","13.57","3.41","-8.27","-4.71","9.85","11.6","19.7","17.27","15.4","13.18","-2.75","1.23","Jogging"
"15.13","19.76","15.75","4.56","-1.23","-7.08","5.83","14.48","19.53","19.53","15.66","10.0","3.79","0.84","12.91","19.76","19.76","6.97","-0.23","-6.17","-6.05","7.78","17.88","19.76","18.43","13.33","3.49","-1.31","0.08","19.76","19.76","18.2","7.06","-6.82","-6.85","8.85","8.2","17.92","18.66","17.43","Jogging"
"11.03","3.72","0.0","10.61","19.7","18.16","8.16","0.46","-4.52","4.4","14.44","16.93","19.5","17.35","9.19","3.68","-0.46","2.91","19.76","19.72","15.13","4.6","-7.93","-5.56","10.04","7.25","19.76","19.76","17.67","13.25","0.53","3.45","16.82","19.76","19.76","4.21","-3.98","-3.98","10.92","7.82","Jogging"
"16.36","19.76","16.44","12.53","-0.95","-0.65","14.6","19.76","19.76","17.73","-0.69","-6.78","-5.05","8.89","16.59","19.76","19.27","14.06","0.23","0.0","2.34","15.6","19.76","16.44","6.32","0.57","-6.24","5.9","6.93","17.92","19.76","17.62","10.53","2.91","0.23","10.31","19.7","19.76","6.51","-0.42","Jogging"
"-6.66","-7.21","6.59","17.01","19.76","19.72","12.41","1.73","-1.04","-1.95","19.72","19.76","18.24","-9.23","-9.23","-9.23","8.58","10.04","16.82","19.76","14.14","10.76","0.19","-3.17","16.36","19.76","19.76","14.14","3.3","-8.81","-4.1","7.82","18.54","19.65","17.92","7.78","0.31","-2.18","2.91","14.63","Jogging"
"19.76","13.72","3.91","-2.41","0.34","5.98","9.34","19.15","17.24","14.6","10.65","-2.07","4.99","16.66","19.76","19.42","10.61","-3.6","-10.99","3.41","13.99","19.04","18.77","18.62","7.01","1.14","-0.84","6.82","19.76","19.04","11.92","2.07","-8.96","5.63","6.09","14.25","19.42","18.89","13.4","2.18","Jogging"
"-0.15","8.66","19.42","19.76","18.43","1.04","-5.13","-8.58","8.5","16.17","19.57","18.7","17.5","13.63","-0.53","-1.69","19.57","19.57","19.57","11.14","-4.25","-9.77","3.06","7.97","19.53","18.09","16.25","13.99","-0.72","-0.89","7.46","18.77","19.76","9.85","1.23","-5.43","6.13","13.14","15.09","16.74","Jogging"
"17.82","12.83","3.45","0.76","15.6","15.6","19.76","19.7","3.79","-2.64","-8.24","8.35","12.03","16.51","19.76","14.06","11.35","-2.18","-0.91","14.06","19.76","19.7","13.18","-3.02","-9.92","1.88","10.0","17.12","19.76","18.05","14.71","3.41","0.5","4.86","16.78","19.31","10.46","1.27","-5.09","3.72","Jogging"
"-0.04","-0.04","-0.04","-0.08","-0.04","-0.04","-0.04","-0.04","-0.04","-0.04","0.0","-0.08","-0.04","-0.04","-0.08","-0.04","-0.04","0.0","0.0","-0.04","-0.08","-0.04","-0.04","-0.04","-0.04","-0.04","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","-0.04","-0.04","-0.08","-0.08","-0.08","-0.08","-0.04","-0.08","Sitting"
"-0.08","-0.04","-0.04","-0.08","-0.08","-0.04","-0.04","-0.04","0.0","0.0","-0.04","-0.04","0.0","-0.08","-0.04","0.04","-0.08","0.0","-0.11","-0.08","0.04","0.08","0.08","-0.15","-0.15","0.0","0.08","0.0","0.0","0.04","0.0","-0.11","0.0","0.0","0.0","-0.04","-0.04","-0.04","0.0","0.08","Sitting"
"-0.15","-0.15","0.0","0.11","-0.19","-0.08","0.08","0.04","-0.11","0.04","-0.04","-0.08","-0.04","0.04","0.0","-0.08","0.04","-0.04","-0.15","-0.08","0.11","-0.11","-0.23","-0.04","-0.08","0.08","0.08","0.08","-0.23","-0.04","0.04","-0.04","0.0","0.11","0.0","-0.19","0.11","0.0","-0.19","0.0","Sitting"
"-0.04","-0.15","-0.11","0.04","-0.23","-0.11","0.08","0.11","-0.19","-0.15","-0.08","0.0","-0.08","-0.04","0.0","0.0","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","-0.04","0.0","-0.08","-0.08","-0.04","-0.08","-0.08","-0.08","0.0","-0.04","-0.08","-0.08","-0.04","-0.04","-0.04","-0.08","-0.08","-0.04","Sitting"
"-0.08","-0.08","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","-0.04","-0.08","-0.04","-0.08","-0.11","-0.04","-0.04","-0.08","0.0","-0.11","-0.08","-0.04","-0.04","-0.08","-0.08","-0.11","-0.08","0.0","-0.04","0.0","0.0","-0.08","-0.08","-0.04","0.0","-0.08","-0.08","-0.08","-0.08","0.0","-0.04","-0.08","Sitting"
"-0.11","-0.11","-0.04","0.04","-0.08","-0.15","-0.15","-0.08","-0.04","-0.08","0.0","0.0","-0.04","-0.04","-0.08","-0.08","-0.04","-0.04","-0.08","-0.08","-0.08","0.0","-0.08","-0.04","-0.08","-0.11","-0.04","-0.08","-0.04","0.0","-0.04","-0.04","-0.04","-0.04","-0.08","-0.15","0.0","0.0","0.0","-0.08","Sitting"
"-0.34","-0.23","0.19","0.27","0.08","-0.42","0.15","0.15","0.27","0.04","-0.15","-0.15","0.0","0.0","0.0","-0.11","-0.08","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","-0.04","-0.08","-0.11","-0.08","-0.08","-0.04","-0.08","-0.11","-0.08","-0.08","-0.08","-0.04","-0.08","-0.11","-0.08","0.04","-0.15","Sitting"
"0.0","0.0","-0.08","-0.11","-0.04","-0.04","-0.04","-0.04","0.0","0.0","-0.11","-0.08","-0.08","0.0","-0.04","-0.04","-0.08","-0.08","-0.08","-0.08","-0.04","-0.04","-0.04","-0.11","-0.08","-0.11","-0.04","-0.08","-0.11","-0.11","-0.08","-0.08","-0.04","-0.04","-0.04","-0.08","-0.08","-0.08","-0.08","-0.08","Sitting"
"-0.04","-0.11","-0.08","-0.08","-0.08","-0.04","-0.08","-0.08","-0.08","-0.11","-0.08","-0.08","-0.04","-0.04","-0.08","-0.08","-0.08","-0.08","-0.08","-0.04","-0.04","-0.08","-0.08","-0.11","-0.11","-0.08","-0.08","-0.04","0.0","-0.04","-0.08","-0.08","-0.08","-0.04","-0.08","-0.04","-0.04","-0.11","-0.04","-0.08","Sitting"
"-0.08","-0.04","-0.04","-0.04","-0.11","-0.11","-0.08","-0.08","-0.04","-0.08","-0.15","-0.08","-0.04","-0.08","-0.11","-0.11","-0.15","-0.11","-0.19","-0.08","-0.08","-0.23","-0.04","-0.11","-0.11","-0.15","-0.15","-0.15","-0.27","-0.15","-0.04","-0.3","-0.08","-0.15","-0.23","-0.11","-0.04","-0.15","-0.15","-0.3","Sitting"
"9.38","9.38","9.43","9.38","9.43","9.43","9.43","9.43","9.38","9.34","9.43","9.38","9.38","9.47","9.43","9.43","9.43","9.34","9.38","9.38","9.43","9.53","9.51","9.34","9.51","9.62","8.89","9.3","10.08","8.62","9.53","9.43","9.47","9.38","9.28","9.43","9.47","9.47","9.43","9.43","Standing"
"9.38","9.51","9.47","9.43","9.34","9.38","9.51","9.38","9.47","9.43","9.43","9.43","9.43","9.43","9.34","9.51","9.43","9.38","9.43","9.43","9.38","9.38","9.47","9.47","9.43","9.38","9.43","9.38","9.43","9.47","9.38","9.43","9.43","9.38","9.47","9.34","9.47","9.38","9.38","9.43","Standing"
"9.43","9.43","9.38","9.43","9.47","9.47","9.43","9.3","9.47","9.34","9.47","9.43","9.34","9.38","9.43","9.43","9.47","9.38","9.47","9.38","9.47","9.38","9.47","9.43","9.38","9.38","9.38","9.43","9.38","9.47","9.43","9.38","9.43","9.43","9.43","9.38","9.34","9.38","9.38","9.43","Standing"
"9.47","9.38","9.38","9.34","9.47","9.47","9.34","9.43","9.23","9.34","9.47","9.47","9.3","9.53","9.28","9.3","9.38","9.47","9.38","9.38","9.34","9.43","9.38","9.47","9.43","9.38","9.38","9.43","9.38","9.43","9.43","9.43","9.43","9.43","9.43","9.47","9.38","9.43","9.43","9.47","Standing"
"9.47","9.43","9.38","9.43","9.38","9.43","9.43","9.38","9.38","9.38","9.43","9.43","9.43","9.43","9.38","9.34","9.34","9.43","9.43","9.43","9.34","9.34","9.38","9.38","9.47","9.38","9.34","9.38","9.38","9.38","9.38","9.38","9.43","9.38","9.43","9.38","9.43","9.43","9.38","9.43","Standing"
"9.34","9.38","9.47","9.43","9.38","9.43","9.43","9.47","9.38","9.38","9.47","9.43","9.43","9.43","9.38","9.43","9.43","9.47","9.43","9.47","9.38","9.47","9.38","9.38","9.47","9.38","9.43","9.43","9.38","9.43","9.43","9.43","9.43","9.43","9.43","9.47","9.43","9.43","9.47","9.43","Standing"
"9.38","9.43","9.43","9.38","9.43","9.43","9.43","9.43","9.43","9.38","9.43","9.38","9.38","9.43","9.43","9.47","9.38","9.43","9.43","9.38","9.38","9.38","9.43","9.38","9.38","9.47","9.34","9.34","9.43","9.43","9.34","9.43","9.38","9.38","9.43","9.38","9.47","9.47","9.34","9.38","Standing"
"9.34","9.38","9.3","9.47","9.43","9.38","9.38","9.43","9.38","9.38","9.43","9.43","9.34","9.38","9.38","9.47","9.38","9.43","9.43","9.43","9.38","9.43","9.43","9.38","9.38","9.38","9.38","9.38","9.43","9.43","9.43","9.43","9.43","9.43","9.43","9.38","9.47","9.38","9.38","9.38","Standing"
"9.43","9.47","9.43","9.43","9.43","9.47","9.47","9.43","9.43","9.43","9.38","9.43","9.47","9.43","9.43","9.38","9.43","9.43","9.38","9.38","9.43","9.34","9.43","9.38","9.43","9.43","9.38","9.43","9.43","9.47","9.43","9.38","9.38","9.43","9.38","9.38","9.47","9.43","9.38","9.43","Standing"
"9.34","9.43","9.43","9.43","9.38","9.34","9.38","9.43","9.47","9.43","9.47","9.38","9.38","9.43","9.43","9.43","9.43","9.43","9.43","9.43","9.43","9.43","9.43","9.43","9.47","9.43","9.43","9.43","9.43","9.47","9.43","9.47","9.38","9.38","9.38","9.43","9.43","9.43","9.47","9.38","Standing"
"11.37","-1.04","-3.21","-5.01","3.57","5.71","17.62","19.76","14.25","3.06","3.45","2.98","13.1","9.92","1.88","-1.69","-3.06","1.5","11.56","18.35","16.02","16.55","6.89","0.72","10.61","10.61","10.61","10.61","1.27","-2.6","-2.26","1.73","14.02","17.43","16.44","10.95","1.99","5.6","8.31","18.85","Upstairs"
"15.09","2.18","-1.99","-4.18","-2.91","14.56","19.76","18.47","8.96","6.51","4.4","6.82","18.66","1.92","-0.5","-2.87","-2.91","11.8","19.76","17.97","13.95","2.6","4.6","2.68","6.7","16.44","9.47","2.49","-2.45","0.46","2.96","9.38","18.24","6.36","5.43","6.17","5.33","9.89","11.69","12.79","Upstairs"
"12.57","14.21","13.82","6.21","3.68","2.3","1.88","9.77","7.86","10.88","8.12","13.8","9.85","4.6","5.6","4.94","7.5","11.37","14.1","12.07","14.06","16.28","13.95","6.51","-0.19","-5.37","7.12","2.18","12.79","19.72","19.04","8.66","2.64","5.05","11.99","19.08","13.87","5.22","-2.53","-3.21","Upstairs"
"-0.15","3.3","19.76","16.21","9.77","4.86","5.6","8.43","19.42","12.98","2.72","-3.41","-3.64","-0.15","8.05","19.7","13.63","9.15","3.83","6.02","10.42","19.76","12.91","0.19","-2.83","-3.3","-0.8","17.69","19.76","16.09","7.4","5.37","5.33","13.48","19.57","3.87","-0.76","-3.49","-3.49","7.35","Upstairs"
"17.73","19.76","19.23","4.14","4.14","4.14","9.47","16.47","8.54","2.56","-1.88","-2.72","3.17","16.93","19.76","13.67","3.64","5.41","3.49","6.97","16.02","8.69","4.56","0.93","1.31","14.94","8.24","2.68","10.8","13.95","14.75","15.64","4.06","2.79","6.28","18.12","15.28","2.98","-3.15","-5.75","Upstairs"
"3.26","7.67","15.85","19.76","19.76","2.72","3.64","3.02","14.14","11.45","2.87","-0.99","-3.26","0.38","11.69","19.76","19.23","4.94","2.18","3.17","2.83","19.76","15.17","4.52","0.23","-0.8","0.11","9.04","19.08","14.56","10.73","3.02","3.34","7.16","19.27","17.47","7.78","-1.33","-4.14","-3.68","Upstairs"
"5.05","19.53","19.53","10.61","2.03","6.02","11.11","18.35","17.54","3.83","-0.95","-3.21","-3.41","9.04","16.86","19.76","16.66","5.94","3.49","5.01","8.08","18.5","10.99","4.71","0.11","-0.34","6.02","13.1","11.6","10.88","14.86","17.08","18.35","-0.27","3.87","8.73","7.67","18.01","14.56","6.24","Upstairs"
"3.21","-1.5","-2.98","2.37","14.6","13.25","14.41","15.24","19.15","17.88","8.85","1.5","-0.99","-1.46","0.38","16.47","14.63","18.39","18.35","4.1","4.37","2.22","3.02","18.85","8.12","3.76","1.54","-2.14","0.15","8.58","19.72","6.66","-0.27","-0.84","-0.38","9.7","19.31","7.06","3.26","3.21","Upstairs"
"-0.46","-0.23","13.1","19.76","15.6","10.0","-2.14","-1.14","2.96","16.02","19.23","9.34","-0.5","-2.22","-2.26","12.87","19.76","15.09","7.01","1.54","-0.61","7.46","19.27","12.03","0.38","-2.49","-3.36","-0.95","17.27","19.53","15.43","1.88","-4.1","-0.76","11.96","-1.99","-1.99","-1.99","-1.99","-2.96","Upstairs"
"-1.33","1.8","18.58","6.7","-0.5","-1.14","0.53","19.08","11.99","5.28","5.09","0.95","2.45","12.79","16.36","15.17","9.23","12.11","8.24","8.66","8.92","9.43","10.23","13.1","13.87","11.07","16.09","5.24","4.18","3.57","3.95","16.7","11.73","11.41","6.21","13.8","8.12","5.52","10.95","8.96","Upstairs"
"10.88","14.86","5.37","7.74","5.05","3.11","7.5","6.09","6.28","6.59","8.58","11.18","14.29","10.65","1.42","1.04","0.95","3.11","7.16","1.5","16.86","7.78","7.97","7.12","4.1","3.76","4.82","6.09","7.21","7.4","9.23","16.25","12.03","0.27","0.27","0.27","1.76","15.75","7.01","13.67","Walking"
"12.76","6.21","7.27","2.98","3.99","5.67","7.27","6.28","6.36","8.62","9.81","15.02","5.28","0.65","0.38","1.54","10.53","13.1","5.09","8.43","2.18","8.24","8.81","3.38","3.57","6.24","6.44","5.9","8.08","8.85","14.29","7.63","1.57","0.53","1.14","4.52","16.28","2.91","9.23","3.6","Walking"
"7.82","8.28","5.43","3.68","5.33","6.05","6.74","7.12","9.28","8.47","14.52","10.42","2.72","0.69","1.18","4.6","16.74","3.79","8.54","3.95","7.59","7.67","3.79","4.29","5.71","5.75","5.6","7.59","9.47","10.92","11.73","3.87","0.93","0.76","2.07","14.52","7.78","4.52","5.22","6.28","Walking"
"8.77","6.09","3.68","5.18","6.28","6.85","6.36","8.5","8.96","13.14","7.89","2.37","1.27","1.65","3.79","16.86","4.52","5.33","4.86","6.93","8.12","5.83","3.57","5.22","6.36","6.59","6.28","9.28","9.08","14.18","6.02","0.89","0.5","1.54","10.99","9.15","2.53","13.82","2.98","8.77","Walking"
"8.62","5.56","4.29","4.56","4.82","7.63","7.74","9.72","10.27","15.05","4.14","0.95","1.54","2.15","12.3","6.85","8.31","8.31","8.31","8.31","5.83","3.76","3.41","6.13","7.46","6.47","5.83","8.35","14.41","14.56","6.82","1.42","1.73","2.07","15.85","7.7","6.32","12.72","7.35","8.54","Walking"
"6.32","3.53","4.75","6.47","6.89","5.86","9.62","9.23","15.89","5.24","0.95","0.34","0.0","0.89","11.18","6.82","10.8","4.86","8.31","7.35","3.41","3.6","6.05","6.36","6.05","7.46","8.92","11.73","10.5","3.57","1.18","1.5","2.68","14.82","8.58","9.0","4.21","7.01","8.01","5.33","Walking"
"3.15","6.78","6.32","7.06","6.7","9.53","8.24","11.41","14.86","2.26","0.84","1.33","6.36","16.7","1.99","6.51","14.79","7.74","7.46","4.99","4.21","5.71","6.7","7.93","7.06","8.96","7.93","13.06","15.13","1.23","0.53","0.5","1.65","10.76","3.87","14.75","5.83","6.74","5.98","3.95","Walking"
"3.91","4.67","7.59","6.24","5.67","8.85","14.25","13.91","6.17","0.89","0.5","0.76","11.88","10.84","1.31","7.74","5.37","8.43","6.93","3.21","4.44","6.05","6.74","5.98","8.5","9.72","14.56","6.66","1.04","0.57","1.92","10.08","13.25","1.42","9.38","5.22","8.05","7.08","4.4","6.74","Walking"
"6.74","6.74","6.74","8.66","9.15","11.88","15.09","2.68","0.95","1.31","2.22","16.78","3.79","5.67","4.56","5.48","7.44","6.51","3.72","5.52","5.9","6.7","6.93","9.11","7.93","9.85","15.05","2.72","1.5","1.46","1.73","15.47","5.01","12.76","11.11","8.12","7.25","5.22","4.37","6.44","Walking"
"6.24","8.58","5.83","9.47","9.23","14.52","4.1","1.04","1.31","1.88","4.67","3.64","6.24","16.09","6.21","7.74","5.71","3.68","3.57","6.66","7.08","5.56","9.72","8.92","13.33","14.9","6.36","0.04","0.46","2.18","15.83","7.7","12.98","5.6","6.24","3.45","4.06","5.63","6.89","8.2","Walking"
